"GSCORE","SNP","CHROM","POS","TRAIT","ANNOT"
"0.76","c2_44269","chr11","36189376","CPTuber.H","Exocyst complex component Sec3, C-terminal"
"0.76","c2_54587","chr11","40044693","CPTuber.H","Aldehyde oxidase/xanthine dehydrogenase"
"0.76","c1_4502","chr12","16128644","CPTuber.H","Initiation factor 2 subunit family"
"0.76","c2_51791","chr01","4643672","CPTuber.H","CCAAT-binding transcription factor subunit B signature"
"0.76","c1_4796","chr01","86617262","CPTuber.H","Glycosyl hydrolase family 35 signature"
"0.76","c1_1504","chr02","4498656","CPTuber.H","RNA-binding protein Tab2/Atab2"
"0.76","c1_4789","chr02","9243758","CPTuber.H","AAA ATPase, AAA+ lid domain"
"0.76","c1_13459","chr02","25944672","CPTuber.H","CTP:phosphocholine cytidylyltransferase domain"
"0.76","c1_432","chr03","49907954","CPTuber.H","Protein of unknown function DUF167"
"0.76","c2_37118","chr03","60263464","CPTuber.H","Flavin containing amine oxidoreductase"
"0.76","c2_51567","chr04","13528156","CPTuber.H","DNA-directed RNA polymerase RPB5 subunit, eukaryote/virus"
"0.76","c2_38246","chr04","22222337","CPTuber.H","Small GTPase superfamily, ARF/SAR type"
"0.76","c1_15012","chr04","57933136","CPTuber.H",NA
"0.76","c1_1551","chr07","12220942","CPTuber.H","NADPH--cytochrome P450 reductase [POR]."
"0.76","c2_19695","chr07","26079440","CPTuber.H","AH/BAR domain superfamily"
"0.76","c1_13481","chr07","46526956","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c1_7973","chr07","48700921","CPTuber.H","Transcription factor, MADS-box"
"0.76","c2_35101","chr07","50614210","CPTuber.H","AP2/ERF domain"
"0.76","c2_33019","chr07","51953272","CPTuber.H","RNA polymerase II transcription factor SIII (Elongin) subunit A"
"0.76","c2_32644","chr08","1586401","CPTuber.H","Myb-like domain profile."
"0.76","c2_50151","chr08","48413899","CPTuber.H","Eukaryotic translation initiation factor 3 subunit G, N-terminal"
"0.76","c2_28433","chr08","58750286","CPTuber.H","Beta-amylase (glycosyl hydrolase family 14) signature"
"0.76","c2_48597","chr09","793042","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c1_13785","chr09","8432621","CPTuber.H","LMBR1-like membrane protein"
"0.76","c1_1512","chr09","8783840","CPTuber.H","Sodium/calcium exchanger membrane region"
"0.76","c2_21999","chr09","60718513","CPTuber.H","Homocysteine S-methyltransferase"
"0.76","c2_873","chr10","1248030","CPTuber.H","Forkhead-associated (FHA) domain"
"0.76","c1_9059","chr10","57144328","CPTuber.H","Flavin containing amine oxidoreductase"
"0.76","c2_45023","chr10","60786773","CPTuber.H","DEAD/DEAH box helicase domain"
"0.76","c1_12406","chr12","8395290","CPTuber.H","GTP1/OBG GTP-binding protein family signature"
"0.76","c2_18855","chr12","9029552","CPTuber.H","Phospholipid-translocating ATPase N-terminal"
"0.76","c2_57161","chr12","20576248","CPTuber.H","Filament-like plant protein, long coiled-coil"
"0.76","c2_32120","chr12","50160847","CPTuber.H","Armadillo/beta-catenin-like repeat"
"0.76","c2_3255","chr12","50364616","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_34780","chr12","51600564","CPTuber.H","Breast carcinoma amplified sequence 3"
"0.76","c1_8646","chr12","55483628","CPTuber.H","Pectinesterase, catalytic"
"0.76","c2_51800","chr01","4611892","CPTuber.H","2Fe-2S ferredoxin-type iron-sulfur binding domain"
"0.76","c2_27887","chr01","7023430","CPTuber.H","Ethylene insensitive 3"
"0.76","c2_54308","chr01","43743047","CPTuber.H","Glycerol uptake facilitator protein."
"0.76","c1_11066","chr01","44725765","CPTuber.H",NA
"0.76","c2_32367","chr01","64732403","CPTuber.H","PPM-type phosphatase domain"
"0.76","c1_1591","chr01","84402612","CPTuber.H","UNC-50 family"
"0.76","c1_1539","chr02","7817989","CPTuber.H","DnaJ domain"
"0.76","c2_784","chr02","10796645","CPTuber.H","Proton-dependent oligopeptide transporter family"
"0.76","c2_791","chr02","12567805","CPTuber.H","Berberine and berberine like"
"0.76","c2_7501","chr02","38785570","CPTuber.H","Chromosome condensation regulator RCC1 signature"
"0.76","c1_10555","chr03","28208377","CPTuber.H","AT4G37440-like"
"0.76","c2_23611","chr04","1451422","CPTuber.H","AP2/ERF domain"
"0.76","c2_39285","chr04","2199073","CPTuber.H","Vacuolar protein sorting-associated protein Ist1"
"0.76","c2_51650","chr04","6827110","CPTuber.H","Pentacotripeptide-repeat region of PRORP"
"0.76","c2_48317","chr05","16884233","CPTuber.H","B-box-type zinc finger"
"0.76","c1_14684","chr05","49772359","CPTuber.H","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"0.76","c2_42374","chr05","50377486","CPTuber.H","Major facilitator superfamily"
"0.76","c2_36151","chr06","45471444","CPTuber.H","Syntaxin, N-terminal domain"
"0.76","c1_2090","chr06","50834106","CPTuber.H","Protein kinase domain"
"0.76","c1_7688","chr06","54429744","CPTuber.H","Tetratricopeptide repeat 1"
"0.76","c2_34124","chr08","4734512","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_689","chr09","35138908","CPTuber.H",NA
"0.76","c2_58373","chr09","47539098","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.76","c2_22033","chr09","60917020","CPTuber.H","Domain of unknown function DUF828"
"0.76","c1_11853","chr09","63608922","CPTuber.H","Nuclear transport factor 2, eukaryote"
"0.76","c2_39868","chr10","5588821","CPTuber.H","Mitochondrial carrier domain superfamily"
"0.76","c1_11092","chr11","2468030","CPTuber.H","Thioredoxin-like superfamily"
"0.76","c1_5965","chr11","30776925","CPTuber.H","S-phase kinase-associated protein 1"
"0.76","c1_1468","chr11","33199748","CPTuber.H","Nucleotidyltransferase superfamily"
"0.76","c2_3805","chr11","42036819","CPTuber.H","Peptidase family M28"
"0.76","c2_32082","chr12","5519217","CPTuber.H",NA
"0.76","c2_51099","chr12","46878823","CPTuber.H","Protein kinase domain"
"0.76","c2_50028","chr01","11138955","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_9908","chr01","81970743","CPTuber.H","Protein BYPASS1-related"
"0.76","c1_9397","chr01","88342729","CPTuber.H","EF-hand domain pair"
"0.76","c2_32257","chr02","13328135","CPTuber.H","HIV Rev interacting protein signature"
"0.76","c2_17914","chr02","34426264","CPTuber.H","Prephenate dehydratase"
"0.76","c2_35810","chr02","44722188","CPTuber.H","PNPase/RNase PH domain superfamily"
"0.76","c2_35358","chr03","35829627","CPTuber.H","Conserved domain common to transcription factors TFIIS"
"0.76","c1_13847","chr03","42422697","CPTuber.H","Skp1 family, dimerisation domain"
"0.76","c1_16080","chr04","6924161","CPTuber.H","SSXT protein (N-terminal region)"
"0.76","c2_48814","chr04","48516037","CPTuber.H",NA
"0.76","c2_43743","chr04","61525990","CPTuber.H","GLABROUS1 enhancer-binding protein family"
"0.76","c2_23669","chr05","294281","CPTuber.H","WRKY DNA -binding domain"
"0.76","c2_46048","chr06","10322499","CPTuber.H","Histone-fold"
"0.76","c2_12402","chr06","25245563","CPTuber.H","AP-3 complex subunit beta"
"0.76","c2_36595","chr06","32037904","CPTuber.H","Helix-loop-helix DNA-binding domain superfamily"
"0.76","c1_2086","chr06","50780891","CPTuber.H","Glycoside hydrolase 38, N-terminal domain superfamily"
"0.76","c2_24229","chr06","54217726","CPTuber.H","Molybdopterin biosynthesis MoaE"
"0.76","c2_24169","chr06","54319738","CPTuber.H","Glycoside hydrolase, family 3, N-terminal"
"0.76","c2_9193","chr06","57938490","CPTuber.H","Acyl-ACP thioesterase"
"0.76","c1_13863","chr07","4444259","CPTuber.H","Protein of unknown function (DUF4050)"
"0.76","c2_56008","chr07","8180528","CPTuber.H","Chloramphenicol acetyltransferase-like domain superfamily"
"0.76","c2_11400","chr07","24391739","CPTuber.H","Cytochrome P450 superfamily"
"0.76","c2_45214","chr07","26781477","CPTuber.H","Vacuolar protein sorting-associated protein Ist1"
"0.76","c2_12420","chr07","53428916","CPTuber.H","Peptidase C26"
"0.76","c2_12411","chr07","53519679","CPTuber.H","Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region"
"0.76","c2_44331","chr08","42703510","CPTuber.H","C2 domain"
"0.76","c2_54998","chr09","17133802","CPTuber.H","Serine-threonine/tyrosine-protein kinase, catalytic domain"
"0.76","c2_566","chr09","17554190","CPTuber.H",NA
"0.76","c1_946","chr09","39803208","CPTuber.H","Hotdog acyl-CoA thioesterase (ACOT)-type domain profile."
"0.76","c1_13612","chr09","53416456","CPTuber.H",NA
"0.76","c2_54867","chr09","55716662","CPTuber.H","Plant zinc cluster domain"
"0.76","c2_2998","chr09","64813436","CPTuber.H","Cyclin-dependent kinase inhibitor"
"0.76","c1_335","chr10","655677","CPTuber.H","Tetratricopeptide repeat"
"0.76","c1_9799","chr10","6112865","CPTuber.H","Mechanosensitive ion channel MscS"
"0.76","c2_41376","chr10","46796637","CPTuber.H","Glycerol uptake facilitator protein."
"0.76","c2_44153","chr10","57774900","CPTuber.H","EamA-like transporter family"
"0.76","c2_41719","chr10","60370099","CPTuber.H","Helix-loop-helix DNA-binding domain superfamily"
"0.76","c2_6004","chr11","3462302","CPTuber.H","Secretory peroxidase"
"0.76","c1_16555","chr11","27459212","CPTuber.H","Zn-finger in Ran binding protein and others"
"0.76","c1_12896","chr11","45760645","CPTuber.H","ATPase, V0 complex, subunit 116kDa, eukaryotic"
"0.76","c1_16129","chr12","264890","CPTuber.H","Calpain subdomain III"
"0.76","c2_5507","chr12","962878","CPTuber.H","Domain of unknown function (DUF4208)"
"0.76","c1_2690","chr12","3269537","CPTuber.H","Triose-phosphate Transporter family"
"0.76","c2_17615","chr12","10364182","CPTuber.H","Heat shock protein 70kD, peptide-binding domain superfamily"
"0.76","c2_43152","chr12","10748486","CPTuber.H","ADP/ATP carrier protein"
"0.76","c2_48391","chr12","31670116","CPTuber.H","WW domain"
"0.76","c2_34776","chr12","51982084","CPTuber.H","Bile acid:sodium symporter/arsenical resistance protein  Acr3"
"0.76","c1_7754","chr12","59290921","CPTuber.H","EF-hand domain"
"0.76","c2_21247","chr01","3088526","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.76","c2_811","chr02","12325550","CPTuber.H","Zinc finger C3H1-type profile."
"0.76","c2_17387","chr02","19365463","CPTuber.H","Ferredoxin--NADP reductase"
"0.76","c2_38197","chr05","6691553","CPTuber.H",NA
"0.76","c2_32919","chr06","32655042","CPTuber.H","Xanthine/uracil/vitamin C permease"
"0.76","c1_13951","chr06","58984073","CPTuber.H",NA
"0.76","c2_34142","chr08","4650153","CPTuber.H","Virus X resistance protein-like, coiled-coil domain"
"0.76","c2_49642","chr09","9542456","CPTuber.H","Importin-beta, N-terminal domain"
"0.76","c2_1305","chr10","544969","CPTuber.H","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
"0.76","c2_11609","chr10","44764267","CPTuber.H","SANT/Myb domain"
"0.76","c2_46213","chr12","2278332","CPTuber.H","Cyclin-dependent kinase inhibitor"
"0.76","c1_8913","chr12","40943017","CPTuber.H","Xanthine/uracil/vitamin C permease"
"0.76","c2_34807","chr12","51870793","CPTuber.H","Transcription factor GRAS"
"0.756","c2_4799","chr01","83370773","CPTuber.H","Heat shock protein 70kD, peptide-binding domain superfamily"
"0.756","c1_1638","chr01","83378878","CPTuber.H","Histone Acetyltransferase; Chain A"
"0.756","c2_54634","chr12","59010995","CPTuber.H","Glucose/ribitol dehydrogenase family signature"
"0.756","c2_49334","chr12","24627733","CPTuber.H",NA
"0.756","c2_4860","chr01","83522674","CPTuber.H","L-lactate/malate dehydrogenase"
"0.756","c1_4029","chr07","53668111","CPTuber.H","Ubiquitin-conjugating enzyme E2"
"0.756","c2_30416","chr07","55202311","CPTuber.H",NA
"0.756","c1_8599","chr06","35849110","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.756","c1_11350","chr03","38036638","CPTuber.H","PLAT/LH2 domain"
"0.756","c2_26893","chr08","6366816","CPTuber.H","Domain of unknown function (DUF4033)"
"0.756","c1_7165","chr10","58086363","CPTuber.H",NA
"0.756","c2_14760","chr01","86918541","CPTuber.H","Complex 1 protein (LYR family)"
"0.756","c1_5267","chr01","76244061","CPTuber.H","Ribosome biogenesis protein Bms1, N-terminal"
"0.756","c1_5281","chr01","76339178","CPTuber.H","PAS domain"
"0.756","c1_3638","chr03","46310410","CPTuber.H","Secretory peroxidase"
"0.756","c1_8723","chr08","58939871","CPTuber.H","Protein kinase domain"
"0.756","c2_2201","chr01","78424951","CPTuber.H","PPM-type phosphatase domain"
"0.756","c1_8125","chr02","37829300","CPTuber.H","Glycosyl hydrolase family 35 signature"
"0.756","c1_9224","chr06","700577","CPTuber.H","Glycoside hydrolase superfamily"
"0.756","c2_28847","chr07","56783100","CPTuber.H","Phosphoribosyltransferase domain"
"0.756","c1_8603","chr06","35540352","CPTuber.H","Uroporphyrinogen decarboxylase HemE"
"0.756","c2_36427","chr06","1444452","CPTuber.H",NA
"0.756","c1_12786","chr09","54195266","CPTuber.H","Thiamine phosphate synthase/TenI"
"0.756","c2_11294","chr06","31186421","CPTuber.H","Glycoside hydrolase, family 85"
"0.756","c2_52569","chr06","31867686","CPTuber.H","LURP-one-related"
"0.756","c2_429","chr03","55775261","CPTuber.H","Putative K(+)-stimulated pyrophosphate-energized sodium pump [hppA]."
"0.756","c2_48130","chr10","56783493","CPTuber.H","30S ribosomal protein S17e [rps17e]."
"0.756","c2_8356","chr05","52971269","CPTuber.H","Pyridoxal-dependent decarboxylase conserved domain"
"0.756","c2_30631","chr06","646828","CPTuber.H","PPM-type phosphatase domain"
"0.756","c1_2484","chr01","79764118","CPTuber.H","Ribosomal protein L25/Gln-tRNA synthetase, N-terminal"
"0.756","c2_308","chr03","56073044","CPTuber.H","Frigida-like protein"
"0.756","c2_43107","chr06","38476724","CPTuber.H","Reticulon"
"0.756","c2_20577","chr07","28410982","CPTuber.H","Retrieval of early ER protein Rer1"
"0.756","c2_18570","chr07","55877016","CPTuber.H","Rab3 GTPase-activating protein catalytic subunit"
"0.756","c2_50816","chr12","6571175","CPTuber.H","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A"
"0.756","c2_46522","chr01","61608470","CPTuber.H","Deoxyxylulose-5-phosphate synthase"
"0.756","c2_57291","chr06","2714128","CPTuber.H","Zinc finger, RING/FYVE/PHD-type"
"0.756","c1_3691","chr06","31603099","CPTuber.H","Staphylococcal nuclease (SNase-like), OB-fold"
"0.756","c2_3603","chr05","54333979","CPTuber.H","Glycosyl hydrolase, five-bladed beta-propellor domain superfamily"
"0.756","c1_9771","chr04","60023905","CPTuber.H","Acinus, RNA recognition motif"
"0.756","c2_34698","chr08","52857587","CPTuber.H","Reticulon"
"0.756","c2_34717","chr08","53000563","CPTuber.H","EndoU ribonuclease, C-terminal"
"0.756","c2_43865","chr11","45697174","CPTuber.H","Transmembrane four family signature"
"0.756","c1_12419","chr05","50570074","CPTuber.H","Small GTPase"
"0.756","c1_10901","chr06","32385513","CPTuber.H","Secretory peroxidase"
"0.756","c1_10397","chr08","52783598","CPTuber.H","Lon protease homolog 2, peroxisomal [LONP2]."
"0.756","c1_13652","chr03","32405234","CPTuber.H","Ubiquitin-specific peptidase 48"
"0.756","c1_13651","chr03","32472323","CPTuber.H","Alcohol dehydrogenase GroES-like domain"
"0.756","c2_41061","chr03","32898192","CPTuber.H","Leucine-rich repeat domain superfamily"
"0.756","c2_41056","chr03","32966034","CPTuber.H","Protein of unknown function (DUF4057)"
"0.756","c2_41071","chr03","33037851","CPTuber.H",NA
"0.756","c2_51096","chr03","33442537","CPTuber.H","Guanylylate cyclase"
"0.756","c1_14973","chr03","33508469","CPTuber.H","WD domain, G-beta repeat"
"0.756","c2_43270","chr03","34270779","CPTuber.H","PLAT/LH2 domain"
"0.756","c2_43262","chr03","34319848","CPTuber.H","PLAT/LH2 domain"
"0.756","c2_245","chr03","56334690","CPTuber.H","Copine, C2B domain"
"0.756","c2_56077","chr03","31753274","CPTuber.H","Amino acid transporter, transmembrane domain"
"0.756","c2_57457","chr08","42912435","CPTuber.H","Nucleoside phosphorylase domain"
"0.756","c2_46567","chr07","31333535","CPTuber.H",NA
"0.756","c1_6240","chr07","49964591","CPTuber.H","PPM-type phosphatase domain"
"0.756","c1_9492","chr10","51899043","CPTuber.H","ATPase family associated with various cellular activities (AAA)"
"0.756","c1_3696","chr07","25180531","CPTuber.H","Winged helix-like DNA-binding domain superfamily"
"0.756","c1_16301","chr11","5337288","CPTuber.H","OTU-like cysteine protease"
"0.756","c1_868","chr02","16456722","CPTuber.H","Phytepsin"
"0.756","c2_49068","chr02","16603859","CPTuber.H","Peptidase family M41"
"0.756","c2_55556","chr06","2656337","CPTuber.H","Cytochrome b5-like heme/steroid binding domain superfamily"
"0.756","c2_50620","chr07","51787738","CPTuber.H","Bulb-type lectin domain"
"0.756","c2_12921","chr04","66368519","CPTuber.H","BES1/BZR1 plant transcription factor, N-terminal"
"0.756","c1_11259","chr05","8007901","CPTuber.H","Polyamine aminopropyltransferase [speE]."
"0.756","c2_37065","chr05","8358231","CPTuber.H","Ulp1 protease family, C-terminal catalytic domain"
"0.756","c1_11076","chr05","8384810","CPTuber.H","RBM25, RNA recognition motif"
"0.756","c2_37034","chr05","8442996","CPTuber.H","BURP domain"
"0.756","c2_48021","chr05","8837794","CPTuber.H",NA
"0.756","c1_5836","chr05","8985528","CPTuber.H","Type II pantothenate kinase"
"0.756","c2_17449","chr05","9902196","CPTuber.H","Pyruvate phosphate dikinase, AMP/ATP-binding domain"
"0.756","c1_14644","chr05","10181926","CPTuber.H","Copper amine oxidase, catalytic domain superfamily"
"0.756","c2_6574","chr07","11175775","CPTuber.H","E2F transcription factor, CC-MB domain"
"0.756","c2_18922","chr08","45888282","CPTuber.H","Winged helix-like DNA-binding domain superfamily"
"0.756","c2_422","chr03","55790971","CPTuber.H","Carbohydrate kinase, FGGY"
"0.756","c2_39453","chr04","61195561","CPTuber.H","Putative S-adenosyl-L-methionine-dependent methyltransferase"
"0.756","c2_36452","chr06","1410786","CPTuber.H","Thioredoxin-like superfamily"
"0.756","c2_16804","chr06","48397113","CPTuber.H","Putative O-fucosyltransferase, plant"
"0.756","c1_914","chr09","64411493","CPTuber.H","DNA polymerase delta, subunit 4"
"0.756","c2_32877","chr05","10340602","CPTuber.H","Tetratricopeptide repeat"
"0.756","c2_56757","chr08","39869556","CPTuber.H","Ndr family"
"0.756","c2_31648","chr06","40584682","CPTuber.H",NA
"0.756","c2_32317","chr08","42029460","CPTuber.H","Vegetative storage protein/acid phosphatase"
"0.756","c2_6126","chr11","4485173","CPTuber.H","AAA domain-containing protein, R3H domain"
"0.756","c2_4898","chr01","83673074","CPTuber.H",NA
"0.756","c2_35355","chr03","35838646","CPTuber.H","Alpha-amylase, plant"
"0.756","c2_21930","chr04","5933614","CPTuber.H",NA
"0.756","c1_11639","chr04","61599475","CPTuber.H","Ribosomal protein L27/L41, mitochondrial"
"0.756","c2_133","chr03","56797571","CPTuber.H","Amidase signature (AS) superfamily"
"0.756","c1_6898","chr04","5745912","CPTuber.H","Glyceraldehyde/Erythrose phosphate dehydrogenase family"
